,OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
131383,131384,295101000000.0,295101000000.0,29,510,118600,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,563.7588971,0.0,563.7588971,544.99613,2349,882.0,768.0,0.662,118,0.153645833,371,0.483072917,279,0.36328125,821,188,258,375,0.228989038,14906,122,347,935,13159,343,122,346,935,667,343,689,11803,1,3009,3968,7929,0.201865021,1.618360116,4.310122349,27.35065293,0.223854801,0.636701769,1.715608513,24.14512558,0.629362267,0.223854801,0.634866893,1.715608513,1.223861902,0.629362267,1.264229161,21.65703452,0.001834875,28.96901305,0,19.40885417,0.309047816,0.309047816,0.410564586,0.410564586,0.373139994,0.180542762,0.184622228,0.375208179,0.272268908,0.104406435,0.055078492,0.38871008,22.55731623,4.800819668,4.010732469,13.74576409,97.66331012,21.56950438,10.21713365,11.35237073,88.54849166,20.43426731,760.42,0.21816667,0.54832737,44.0,49.95043119,0.018731375,188531,132017,215964,129949,0.000922399,0.850357227,0.000820145,0.847262155,0.002216022,0.488376511,0.002146162,0.466559675,7,6,14,14,11.5,8160.597715,2281503.693
131800,131801,295101000000.0,295101000000.0,29,510,126900,5,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,44.2091552,0.0,44.2091552,44.2091552,416,260.0,194.0,0.377,30,0.154639175,127,0.654639175,37,0.190721649,205,76,83,46,0.370731707,5,0,0,0,5,0,0,0,0,0,0,0,5,0,3,2,0,0.6,5.881134775,9.409815639,0.113098746,0.0,0.0,0.0,0.113098746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113098746,0.0,5.99423352,0,0.025773196,0.0,0.0,0.0,0.0,0.16932446,0.138237454,0.153897374,2.85128e-06,0.023752969,0.047619048,41.0,0.0,26.16893272,0.0,9.783037679,16.38589504,120.6627898,0.0,28.95327889,72.38319723,43.42991834,0.0,317.85,0.0,0.0,2.33,33.73056991,0.005600962,163891,125553,166655,106522,0.000801846,0.739220055,0.000779988,0.805777327,0.001710059,0.376870161,0.001759255,0.382449035,2,1,16,17,11.5,1913.978462,178910.1356
131801,131802,295101000000.0,295101000000.0,29,510,116500,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,28.8027173,0.0,28.8027173,28.8027173,705,369.0,324.0,0.671,33,0.101851852,152,0.469135802,139,0.429012346,366,99,129,138,0.270491803,49,6,0,2,11,30,6,0,2,0,30,0,11,0,23,23,3,0.469387755,12.81129125,24.47685726,1.701228377,0.208313679,0.0,0.069437893,0.381908411,1.041568394,0.208313679,0.0,0.069437893,0.0,1.041568394,0.0,0.381908411,0.0,14.51251962,0,0.151234568,0.738270834,0.635911883,0.738270834,0.492180556,0.325223414,0.494141011,0.5467085,0.361686332,0.129973475,0.236144578,7.469387755,0.001550175,20.63126494,0.0,0.0,20.63126494,111.1006287,0.0,0.0,0.0,0.0,111.1006287,274.93,0.0,0.0,12.0,266.6415089,0.017021277,177932,139607,238894,163032,0.000870543,0.802551103,0.000867297,0.895973456,0.002451308,0.540229937,0.002692542,0.585338532,5,8,15,18,13.16666667,1373.744095,116563.7233
131893,131894,295101000000.0,295101000000.0,29,510,125600,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,192.2139009,0.0,192.2139009,185.12127,2466,1468.0,1404.0,0.939,132,0.094017094,1096,0.780626781,176,0.125356125,1272,275,394,603,0.216194969,22649,139,7729,601,9800,4380,139,7291,601,9337,4380,216,247,438,4556,5042,13051,0.201156784,7.929936954,13.32099764,122.346827,0.750859153,41.75101003,3.246520511,52.93827122,23.66016612,0.750859153,39.38499342,3.246520511,50.437208,23.66016612,1.166802713,1.334260509,2.366016612,130.276764,0,16.13176638,0.72986965,0.72986965,0.647022615,0.647022615,0.741491461,0.541628259,0.594413876,0.378978277,0.196376667,0.106350069,0.05616142,0.389131253,35.67677209,5.653848401,16.22989529,13.7930284,336.3819146,43.28511081,59.93323035,49.94435863,209.7663062,106.5479651,311.14,0.911630145,0.963101254,72.33,240.8316973,0.0293309,171234,121525,437643,278082,0.000837773,0.772340195,0.000754964,0.779926323,0.004490686,0.989676804,0.004592641,0.998405894,17,13,20,18,17.66666667,3594.504845,777877.7232
132025,132026,295101000000.0,295101000000.0,29,510,112300,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,96.991692,0.0,96.991692,96.98587,737,660.0,426.0,0.535,172,0.403755869,166,0.389671362,88,0.20657277,357,157,143,57,0.43977591,171,13,2,48,108,0,13,2,48,68,0,0,40,0,49,39,83,0.286549708,6.805115013,7.599045098,1.763143435,0.134040144,0.020621561,0.494917456,1.113564275,0.0,0.134040144,0.020621561,0.494917456,0.701133062,0.0,0.0,0.412431213,0.0,8.568258448,0,0.401408451,0.64544156,0.555953099,0.814619085,0.630495647,0.531376562,0.482178224,0.503813066,0.77547258,0.376651982,0.647727273,2.087719298,0.336984178,23.57581617,4.063133928,1.434937496,18.07774474,87.99764005,46.18952312,0.0,0.0,52.78802642,52.78802642,505.6,0.0,0.0,9.33,61.56403581,0.01265943,166319,119611,166573,95391,0.000813726,0.750171397,0.000743074,0.767642604,0.001709217,0.376684728,0.001575422,0.342485082,11,13,13,15,13.33333333,2841.180859,392519.9174
132026,132027,295101000000.0,295101000000.0,29,510,127100,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,160.3535682,0.0,160.3535682,155.57485,328,375.0,168.0,0.5,113,0.672619048,29,0.172619048,26,0.154761905,170,78,72,20,0.458823529,506,0,1,391,114,0,0,1,391,0,0,24,90,0,44,70,392,0.086956522,2.410415308,2.108309923,3.252453722,0.0,0.006427774,2.513259695,0.732766254,0.0,0.0,0.006427774,2.513259695,0.0,0.0,0.15426658,0.578499674,0.0,5.662869031,0,3.011904762,0.498178382,0.34005965,0.478436931,0.318957954,0.701440755,0.527839621,0.402386607,0.564326002,0.786570743,0.50295858,0.335968379,0.514771781,26.85697254,0.0,4.217501836,22.63947071,207.5932602,0.0,63.85888456,23.94708171,91.79714655,79.8236057,517.67,0.0,0.0,13.0,51.8853437,0.039634146,173762,124957,308889,191041,0.000850141,0.78374258,0.000776285,0.801952303,0.003169532,0.698515178,0.003155122,0.68590006,16,4,19,15,14.66666667,3720.804019,648941.5846
132027,132028,295101000000.0,295101000000.0,29,510,107400,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,86.0379961,0.0,86.0379961,83.2269,466,307.0,210.0,0.599,92,0.438095238,74,0.352380952,44,0.20952381,330,134,155,41,0.406060606,20,0,0,1,19,0,0,0,1,0,0,0,19,0,11,8,1,0.55,3.688711222,5.599151236,0.24030692,0.0,0.0,0.012015346,0.228291574,0.0,0.0,0.0,0.012015346,0.0,0.0,0.0,0.228291574,0.0,3.929018142,0,0.095238095,0.286396957,0.123344456,0.286396957,0.095465652,0.284633069,0.284709197,0.31363154,0.054550443,0.082304527,0.114285714,16.5,1.85539e-07,21.20646955,0.764178555,11.22685798,9.215433015,62.00051421,0.0,14.87714798,29.75429596,22.31572197,7.438573991,871.73,0.0,0.0,1.33,9.893303408,0.002854077,146515,115379,78363,52476,0.000716833,0.660846699,0.000716783,0.740482364,0.000804088,0.177208463,0.000866663,0.188406109,5,2,11,13,9.166666667,2467.745439,348187.85
132028,132029,295101000000.0,295101000000.0,29,510,112100,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,179.0704048,0.0,179.0704048,179.0704,2422,1723.0,1489.0,0.832,225,0.151108126,870,0.584284755,394,0.264607119,1186,248,285,653,0.209106239,320,0,62,1,204,53,0,62,1,88,53,0,116,0,133,104,83,0.415625,9.621914063,13.52540677,1.787006674,0.0,0.346232543,0.005584396,1.139216755,0.29597298,0.0,0.346232543,0.005584396,0.491426835,0.29597298,0.0,0.647789919,0.0,11.40892074,0,0.214909335,0.664222289,0.572129939,0.842943385,0.652417976,0.391151797,0.491773779,0.547011287,0.421828899,0.233406273,0.424966799,3.70625,0.066786788,17.91657002,0.245708755,8.380351324,9.290509939,51.24062801,7.148026506,28.59210603,14.29605301,10.72203976,10.72203976,166.3,0.244264445,0.775271771,21.67,77.4488672,0.008947151,178896,125812,211767,105921,0.000875259,0.806899165,0.000781597,0.807439544,0.002172956,0.478885502,0.00174933,0.380291247,7,14,10,19,13.16666667,3635.945273,724688.2511
132029,132030,295101000000.0,295101000000.0,29,510,119101,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,24.6294454,0.0,24.6294454,24.6294454,707,541.0,504.0,0.815,127,0.251984127,267,0.529761905,110,0.218253968,372,111,82,179,0.298387097,256,27,5,1,140,83,27,5,1,114,83,0,26,0,83,87,86,0.32421875,21.96557784,28.70547787,10.39406271,1.096248801,0.203009037,0.040601807,5.684253045,3.369950019,1.096248801,0.203009037,0.040601807,4.628606051,3.369950019,0.0,1.055646994,0.0,32.35964055,0,0.507936508,0.640598578,0.640598578,0.721902442,0.622030247,0.550410959,0.680892309,0.757262303,0.705184524,0.531671859,0.815286624,1.453125,0.635638674,12.60511359,0.0,0.0,12.60511359,25.98515677,0.0,0.0,0.0,0.0,25.98515677,197.14,0.0,1.0,10.0,259.8515678,0.014144272,191936,132034,207661,123629,0.000939058,0.865715265,0.000820251,0.847371258,0.002130824,0.469600279,0.002041785,0.443868795,12,12,7,19,12.66666667,1586.180092,99676.01704
132030,132031,295101000000.0,295101000000.0,29,510,119101,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,30.4145506,0.0,30.4145506,30.4145506,776,374.0,374.0,0.909,52,0.139037433,224,0.598930481,98,0.262032086,235,66,42,127,0.280851064,115,0,8,3,67,37,0,8,3,22,37,0,45,0,23,57,35,0.2,12.29674589,25.51410377,3.781084965,0.0,0.263031998,0.098636999,2.20289298,1.216522989,0.0,0.263031998,0.098636999,0.723337993,1.216522989,0.0,1.479554986,0.0,16.07783085,0,0.307486631,0.692603122,0.596575857,0.825722342,0.639089301,0.479207874,0.578920247,0.641094859,0.893603388,0.258136925,0.657142857,2.043478261,0.35222741,17.88828138,0.0,0.0,17.88828138,77.16306681,0.0,0.0,0.0,21.04255981,63.12767942,257.5,0.0,0.127293996,5.0,105.212799,0.006443299,207621,140758,263088,160364,0.001015798,0.936461472,0.000874448,0.903360374,0.002699565,0.594941747,0.002648479,0.575759534,9,13,12,18,13.66666667,1837.54735,123085.1634
132031,132032,295101000000.0,295101000000.0,29,510,125500,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,58.8251202,0.0,58.8251202,54.59542,2264,1904.0,1395.0,0.899,98,0.070250896,825,0.591397849,472,0.338351254,786,178,223,385,0.226463104,2623,94,822,125,1353,229,94,689,125,644,229,113,596,133,572,793,1258,0.218070911,34.87472026,41.46867997,48.04432313,1.721756147,15.05620801,2.289569345,24.78229859,4.19449104,1.721756147,12.62010623,2.289569345,11.79586126,4.19449104,2.069770688,10.91666664,2.436101783,82.91904339,0,1.880286738,0.734617924,0.734617924,0.863956866,0.863956866,0.791134448,0.643892445,0.704899921,0.482505804,0.926539799,0.461132297,0.299656881,0.496414945,37.16438148,0.092473789,13.93447222,23.13743547,319.2214472,0.0,65.27823465,108.7970578,184.9549982,43.5188231,237.38,0.0,0.978096341,18.67,203.1241068,0.008246466,197510,130647,442208,278411,0.000966329,0.890856442,0.000811634,0.838469734,0.004537528,1.0,0.004598074,0.999587112,18,20,20,19,19.33333333,2120.93496,238061.9632
132316,132317,295101000000.0,295101000000.0,29,510,108100,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,50.7157924,0.0,50.7157924,50.67735,858,412.0,327.0,0.707,112,0.342507645,150,0.458715596,65,0.198776758,256,100,108,48,0.390625,43,0,14,0,29,0,0,14,0,4,0,0,25,0,22,17,4,0.511627907,8.129864723,16.93064061,0.848505299,0.0,0.276257539,0.0,0.57224776,0.0,0.0,0.276257539,0.0,0.078930725,0.0,0.0,0.493317034,0.0,8.978370021,0,0.131498471,0.910348062,0.39206557,0.820649022,0.433565975,0.393815628,0.305989879,0.340653255,0.059455376,0.095449501,0.287625418,5.953488372,0.007058742,30.47753427,0.0,5.911997808,24.56553646,210.3896931,0.0,75.71606039,25.2386868,126.193434,50.47737359,245.42,0.0,0.0,2.67,33.69364687,0.003111888,148080,120699,82318,44560,0.00072449,0.667905533,0.000749833,0.774625199,0.000844671,0.186152218,0.000735927,0.159985064,7,6,19,18,14.5,1824.480689,205244.952
132317,132318,295101000000.0,295101000000.0,29,510,108200,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,85.6129841,0.0,85.6129841,85.6129841,1308,756.0,670.0,0.568,232,0.346268657,292,0.435820896,146,0.217910448,591,199,257,135,0.336717428,259,1,5,0,253,0,1,5,0,1,0,0,252,0,114,105,40,0.44015444,8.83043627,15.2780564,3.025242056,0.011680471,0.058402356,0.0,2.955159228,0.0,0.011680471,0.058402356,0.0,0.011680471,0.0,0.0,2.943478757,0.0,11.85567833,0,0.386567164,0.109733865,0.074905016,0.105152829,0.070101886,0.451145974,0.396065363,0.440932737,0.937329118,0.330567964,0.609411765,2.281853282,0.277522496,20.96037085,0.0,10.62305034,10.33732051,77.26678458,0.0,44.85300963,29.90200642,14.95100321,7.475501604,287.0,0.0,0.0,4.0,29.90200642,0.003058104,139135,113534,88556,53239,0.000680726,0.627559673,0.000705321,0.728641475,0.000908679,0.200258702,0.000879264,0.19114553,9,2,12,18,11.83333333,2548.284836,346471.336
132318,132319,295101000000.0,295101000000.0,29,510,108300,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,70.3182354,0.0,70.3182354,70.30791,637,452.0,293.0,0.625,105,0.358361775,96,0.327645051,92,0.313993174,434,186,178,70,0.428571429,76,0,0,46,30,0,0,0,46,3,0,0,27,0,32,36,8,0.421052632,6.428864121,9.060147002,1.080959454,0.0,0.0,0.654264933,0.426694521,0.0,0.0,0.0,0.654264933,0.042669452,0.0,0.0,0.384025069,0.0,7.509823575,0,0.259385666,0.967788463,0.416803804,0.72741046,0.384306101,0.588670607,0.348704915,0.330452522,0.116063207,0.213183731,0.298039216,5.710526316,0.009000039,25.2298647,0.0,12.63133455,12.59853015,148.6999772,0.0,109.2177578,54.60887888,18.20295963,9.101479813,414.41,0.0,0.0,19.33,175.9316048,0.030345369,130684,107143,228047,143154,0.000639379,0.589441969,0.000665617,0.687625148,0.002340006,0.515700756,0.002364248,0.51396997,13,5,17,16,14.0,2313.963536,284572.9425
132319,132320,295101000000.0,295101000000.0,29,510,108300,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,59.3581149,0.0,59.3581149,59.3581149,678,336.0,258.0,0.537,53,0.205426357,145,0.562015504,60,0.23255814,276,105,115,56,0.380434783,44,1,0,0,22,21,1,0,0,3,21,0,19,0,34,9,1,0.772727273,5.660557121,11.42219562,0.741263433,0.016846896,0.0,0.0,0.370631716,0.35378482,0.016846896,0.0,0.0,0.050540689,0.35378482,0.0,0.320091028,0.0,6.401820554,0,0.170542636,0.715084738,0.488121271,0.710350171,0.473566781,0.382045427,0.515767925,0.574195535,0.464857837,0.121883657,0.275,6.272727273,0.005129602,25.95052456,0.52950478,15.94836832,9.472651457,118.6344952,0.0,75.47409495,43.12805426,21.56402713,10.78201356,308.46,0.0,0.0,6.67,71.91603047,0.009837758,133995,110401,228064,143286,0.000655579,0.604376026,0.000685857,0.708534425,0.002340181,0.5157392,0.002366428,0.514443894,7,7,16,18,13.66666667,2035.536484,240220.2985
132320,132321,295101000000.0,295101000000.0,29,510,109600,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,601.5802702,65.2487318,536.3315384,536.33154,555,360.0,263.0,0.56,34,0.129277567,89,0.338403042,140,0.532319392,195,72,87,36,0.369230769,838,102,2,575,159,0,102,2,575,145,0,0,14,0,189,289,360,0.225536993,0.671226607,1.034807686,1.56246638,0.190180872,0.003729037,1.072098053,0.296458418,0.0,0.190180872,0.003729037,1.072098053,0.270355161,0.0,0.0,0.026103257,0.0,2.233692988,0,3.186311787,0.609221111,0.524754503,0.559886302,0.433338578,0.741000855,0.708902835,0.650527165,0.520659302,0.79684135,0.377541142,0.232696897,0.464263452,19.04828895,4.397847979,3.564870303,11.08557067,83.15453559,13.12620925,14.319501,16.7060845,51.31154525,22.67254325,261.52,0.0,0.0,26.0,31.0255855,0.046846847,165116,125771,99798,57288,0.00080784,0.744745341,0.000781342,0.807176413,0.001024034,0.225681127,0.000946135,0.205682773,17,6,13,18,14.16666667,7200.446329,2434561.748
132321,132322,295101000000.0,295101000000.0,29,510,109600,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,37.5629065,0.0,37.5629065,37.5629065,376,276.0,178.0,0.662,103,0.578651685,51,0.286516854,24,0.134831461,225,92,90,43,0.408888889,27,4,0,0,23,0,4,0,0,0,0,0,23,0,22,5,0,0.814814815,7.347674227,10.00987503,0.718794218,0.106488032,0.0,0.0,0.612306186,0.0,0.106488032,0.0,0.0,0.0,0.0,0.0,0.612306186,0.0,8.066468445,0,0.151685393,0.605186577,0.260639672,0.605186577,0.201728859,0.404936701,0.392328389,0.436772429,0.235877083,0.133995037,0.214285714,8.333333333,0.000653392,25.93350396,0.0,15.90357063,10.02993333,153.3768427,0.0,102.228511,68.15234066,0.0,17.03808517,159.59,0.0,0.0,6.33,107.8510791,0.016835106,159312,121261,99771,65539,0.000779443,0.718566763,0.000753324,0.778232017,0.001023757,0.22562007,0.001082404,0.235306578,7,2,18,20,14.16666667,1706.58104,152015.3746
132322,132323,295101000000.0,295101000000.0,29,510,109600,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,38.3644989,0.0,38.3644989,38.3645,1108,414.0,374.0,0.514,37,0.098930481,160,0.427807487,177,0.473262032,280,104,123,53,0.371428571,32,2,0,0,30,0,2,0,0,14,0,0,16,0,23,9,0,0.71875,10.79122626,28.88086643,0.834104446,0.052131528,0.0,0.0,0.781972918,0.0,0.052131528,0.0,0.0,0.364920695,0.0,0.0,0.417052223,0.0,11.62533071,0,0.085561497,0.337290067,0.145262925,0.802405244,0.423927407,0.267882729,0.292184662,0.325284145,0.039802749,0.056140351,0.205128205,8.75,0.000430743,24.29877459,0.0,17.27387818,7.024896406,72.30017541,0.0,33.36417878,50.04626817,0.0,0.0,335.28,0.0,0.0,8.0,133.4567151,0.007220217,166063,126633,109968,76458,0.000812473,0.749016725,0.000786697,0.812708579,0.001128389,0.248679355,0.001262736,0.274509382,4,6,12,17,11.33333333,1609.25795,155259.5264
132323,132324,295101000000.0,295101000000.0,29,510,109600,4,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,47.959639,0.0,47.959639,47.95964,510,399.0,215.0,0.557,45,0.209302326,96,0.446511628,74,0.344186047,229,87,107,35,0.379912664,123,0,0,14,109,0,0,0,14,0,0,0,109,0,28,57,38,0.227642276,8.319495309,10.63394137,2.564656449,0.0,0.0,0.291912116,2.272744333,0.0,0.0,0.0,0.291912116,0.0,0.0,0.0,2.272744333,0.0,10.88415176,0,0.572093023,0.511335153,0.220220064,0.511335153,0.170445051,0.714183971,0.393403867,0.420944132,0.736503776,0.388625592,0.698863636,1.861788618,0.422405884,20.66968853,0.0,9.080321216,11.58936731,80.0806695,0.0,26.68910831,26.68910831,13.34455416,26.68910831,146.18,0.0,0.0,11.0,146.7900957,0.021568627,168923,129210,109935,76529,0.000826466,0.761916575,0.000802707,0.829247317,0.001128051,0.248604729,0.001263909,0.274764295,17,2,12,20,13.83333333,2294.266355,194089.8867
132324,132325,295101000000.0,295101000000.0,29,510,109600,5,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,44.0576829,0.0,44.0576829,44.05768,403,258.0,222.0,0.372,60,0.27027027,162,0.72972973,0,0.0,208,77,85,46,0.370192308,8,0,0,0,8,0,0,0,0,6,0,0,2,0,2,1,5,0.25,5.855959733,9.147099893,0.181580147,0.0,0.0,0.0,0.181580147,0.0,0.0,0.0,0.0,0.13618511,0.0,0.0,0.045395037,0.0,6.03753988,0,0.036036036,0.0,0.0,0.811278124,0.270426041,0.217836476,0.171665442,0.191112176,0.000143845,0.03892944,0.074074074,26.0,1.3888e-11,40.32443579,8.052192929,13.36904549,18.90319738,154.9968031,43.57923235,58.10564314,29.05282157,87.1584647,29.05282157,207.87,0.0,0.0,8.67,125.9439815,0.021513648,164267,125867,88120,64461,0.000803686,0.74091598,0.000781939,0.807792525,0.000904206,0.19927274,0.0010646,0.231436203,3,3,18,19,13.33333333,2303.592314,178298.1529
132331,132332,295101000000.0,295101000000.0,29,510,114200,4,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,85.2438167,0.0,85.2438167,52.92006,523,267.0,267.0,0.73,0,0.0,83,0.310861423,184,0.689138577,425,65,152,208,0.152941176,8,0,0,6,2,0,0,0,6,1,0,0,1,0,1,2,5,0.125,5.045345754,9.882830821,0.151171408,0.0,0.0,0.113378556,0.037792852,0.0,0.0,0.0,0.113378556,0.018896426,0.0,0.0,0.018896426,0.0,5.196517162,0,0.029962547,0.811278124,0.34939847,0.669591946,0.353759375,0.134648574,0.070458723,0.062536759,0.0,0.030131827,0.036951501,53.125,0.0,34.21986751,0.0,7.769897277,26.44997023,415.6059803,0.0,15.01575187,30.03150374,495.5198117,45.04725561,438.55,0.0,0.0,6.33,47.52485467,0.01210325,182219,144313,89590,66718,0.000891517,0.821887347,0.000896533,0.926175746,0.000919289,0.202596968,0.001101876,0.239539576,2,5,20,16,13.16666667,2502.773474,344975.9156
132332,132333,295101000000.0,295101000000.0,29,510,114300,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,53.9313047,0.0,53.9313047,53.9313047,834,512.0,470.0,0.799,67,0.142553191,192,0.408510638,211,0.44893617,531,107,145,279,0.201506591,77,0,0,0,56,21,0,0,0,2,21,46,8,0,20,30,27,0.25974026,9.493558571,15.46411689,1.427742207,0.0,0.0,0.0,1.038357969,0.389384238,0.0,0.0,0.0,0.037084213,0.389384238,0.852936903,0.148336853,0.0,10.92130078,0,0.163829787,0.845350937,0.364072832,0.715714596,0.477143064,0.44495965,0.478177808,0.532347107,0.38324707,0.169045005,0.253289474,6.896103896,0.002750139,27.00019797,0.0,17.87117004,9.129027928,71.21355623,0.0,35.60084464,35.60084464,0.0,11.86694821,372.83,0.0,0.0,8.0,94.93558571,0.009592326,170546,141234,131518,81986,0.000834406,0.769237014,0.000877405,0.906415259,0.001349516,0.297412078,0.001354033,0.294356721,8,7,12,17,12.16666667,2080.621998,218257.4916
132333,132334,295101000000.0,295101000000.0,29,510,114300,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,51.0968206,0.0,51.0968206,51.09415,823,450.0,373.0,0.595,15,0.040214477,115,0.308310992,243,0.651474531,487,107,149,231,0.219712526,45,7,10,7,21,0,7,10,7,21,0,0,0,0,12,27,6,0.266666667,8.8072705,16.10751916,0.88072705,0.137001986,0.195717122,0.137001986,0.411005957,0.0,0.137001986,0.195717122,0.137001986,0.411005957,0.0,0.0,0.0,0.0,9.68799755,0,0.120643432,0.915249707,0.788353187,0.915249707,0.610166471,0.297109469,0.322602826,0.348069492,0.021650117,0.103686636,0.169172932,10.82222222,5.42329e-05,21.67570771,0.0,18.21400546,3.461702251,29.23391284,0.0,25.0504823,12.52524115,0.0,0.0,372.83,0.0,0.0,4.0,50.1009646,0.004860267,169788,141207,173861,131490,0.000830698,0.765818103,0.000877237,0.906241978,0.001784,0.39316566,0.002171612,0.472092372,5,12,7,17,10.83333333,1952.690939,206785.5625
132334,132335,295101000000.0,295101000000.0,29,510,114300,4,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,47.9218327,0.0,47.9218327,47.9218327,789,441.0,401.0,0.611,21,0.052369077,127,0.316708229,253,0.630922693,449,82,134,233,0.182628062,14,0,0,2,12,0,0,0,2,6,0,0,6,0,4,5,5,0.285714286,9.202486114,16.46431189,0.292142416,0.0,0.0,0.041734631,0.250407785,0.0,0.0,0.0,0.041734631,0.125203893,0.0,0.0,0.125203893,0.0,9.494628531,0,0.034912718,0.591672779,0.254819596,0.914100892,0.482938545,0.14684874,0.156176882,0.1698123,2.18484e-05,0.03486924,0.060475162,32.07142857,3.2e-14,23.40200548,0.0,9.434834275,13.96717121,80.13049134,0.0,0.0,40.06524567,0.0,40.06524567,662.51,0.0,0.0,6.0,80.13049134,0.007604563,168154,140186,95201,71736,0.000822703,0.758448049,0.000870894,0.899689377,0.000976864,0.215285567,0.00118475,0.257555848,2,8,12,14,10.33333333,2609.532591,193937.316
