,OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
133857,133858,295101000000.0,295101000000.0,29,510,110100,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,70.9130051,0.0,70.9130051,70.9130051,1171,776.0,480.0,0.66,121,0.252083333,290,0.604166667,69,0.14375,309,119,138,52,0.385113269,37,0,0,0,37,0,0,0,0,10,0,0,27,0,24,10,3,0.648648649,10.94298569,16.51319103,0.52176607,0.0,0.0,0.0,0.52176607,0.0,0.0,0.0,0.0,0.141017857,0.0,0.0,0.380748213,0.0,11.46475176,0,0.077083333,0.0,0.0,0.84185219,0.280617397,0.371743371,0.261786917,0.291442859,0.027233349,0.061258278,0.213872832,8.351351351,0.000641725,23.62897037,0.0,12.8553011,10.77366927,75.22456554,0.0,36.10057135,27.07542851,9.025142837,18.05028567,320.53,0.0,0.0,5.67,51.17255988,0.004842015,172823,129945,257706,152614,0.000845547,0.77950728,0.000807273,0.83396442,0.00264434,0.582771004,0.002520484,0.547934484,7,3,12,17,11.33333333,2287.750287,286979.7867
133858,133859,295101000000.0,295101000000.0,29,510,110100,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,64.470861,0.0,64.470861,64.470861,460,334.0,229.0,0.565,129,0.563318777,91,0.397379913,9,0.03930131,248,87,126,35,0.350806452,46,0,0,0,46,0,0,0,0,0,0,25,21,0,19,14,13,0.413043478,5.180635016,7.135006309,0.713500631,0.0,0.0,0.0,0.713500631,0.0,0.0,0.0,0.0,0.0,0.0,0.387772082,0.325728549,0.0,5.894135647,0,0.200873362,0.0,0.0,0.994538682,0.331512894,0.651427745,0.365149133,0.406514231,0.464645903,0.181818182,0.31292517,5.391304348,0.012384565,21.60494283,0.0,7.084071608,14.52087122,92.66822107,0.0,39.7078612,9.9269653,9.9269653,49.6348265,261.52,0.0,0.0,5.67,56.28589325,0.012326087,172424,128459,253904,145169,0.000843595,0.777707615,0.000798041,0.82442753,0.002605327,0.57417324,0.002397527,0.521204484,15,4,14,18,13.83333333,2255.164962,260908.9121
133859,133860,295101000000.0,295101000000.0,29,510,110200,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,28.6631058,0.0,28.6631058,28.66311,816,394.0,263.0,0.523,111,0.422053232,113,0.429657795,39,0.148288973,177,79,82,16,0.446327684,16,0,0,0,16,0,0,0,0,0,0,0,16,0,13,3,0,0.8125,13.7458915,28.46864838,0.558208792,0.0,0.0,0.0,0.558208792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558208792,0.0,14.30410029,0,0.060836502,0.0,0.0,0.0,0.0,0.316824917,0.23236128,0.258683806,0.007965295,0.038461538,0.165803109,11.0625,4.26493e-05,30.34708134,0.0,13.24360588,17.10347546,89.33574812,0.0,44.65670988,22.32835494,22.32835494,22.32835494,254.81,0.0,0.0,6.0,133.9701296,0.007352941,162643,123341,205944,127685,0.000795741,0.73359103,0.000766246,0.791581096,0.002113206,0.46571749,0.002108771,0.45843117,5,1,13,18,11.33333333,1552.083513,115996.9825
133860,133861,295101000000.0,295101000000.0,29,510,110200,4,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,45.0460829,0.0,45.0460829,45.0460829,80,210.0,58.0,0.65,21,0.362068966,28,0.482758621,9,0.155172414,176,78,71,27,0.443181818,42,5,0,0,30,7,5,0,0,0,7,0,30,0,30,11,1,0.714285714,4.661892588,1.775959081,0.932378518,0.110997443,0.0,0.0,0.665984655,0.15539642,0.110997443,0.0,0.0,0.0,0.15539642,0.0,0.665984655,0.0,5.594271106,0,0.724137931,0.72120512,0.492299082,0.72120512,0.38102769,0.730774392,0.651249979,0.72502537,0.592007695,0.68852459,0.385321101,4.19047619,0.04115227,22.42988963,0.0,12.4380295,9.991860131,89.99139856,0.0,28.4153453,56.8306906,0.0,14.20767265,202.51,0.0,0.0,5.0,71.03836325,0.0625,175326,133371,205984,127829,0.000857793,0.790796904,0.000828557,0.855951892,0.002113616,0.465807946,0.00211115,0.458948177,17,5,13,19,14.33333333,1823.729886,182297.1902
133861,133862,295101000000.0,295101000000.0,29,510,110200,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,45.6193549,0.0,45.6193549,45.6193549,546,372.0,219.0,0.595,90,0.410958904,79,0.360730594,50,0.228310502,265,112,118,35,0.422641509,47,2,0,0,45,0,2,0,0,0,0,31,14,0,10,21,16,0.212765957,8.154433591,11.96860414,1.030264459,0.043841041,0.0,0.0,0.986423418,0.0,0.043841041,0.0,0.0,0.0,0.0,0.679536133,0.306887286,0.0,9.18469805,0,0.214611872,0.25387844,0.109339493,0.700501458,0.370089514,0.452783114,0.39746732,0.442493512,0.509625457,0.15851602,0.301282051,5.638297872,0.00967415,17.6538422,0.0,14.62369275,3.030149452,37.429727,0.0,56.11653224,0.0,0.0,0.0,344.67,0.0,0.0,3.33,46.71701309,0.006098901,159826,121371,116560,81001,0.000781958,0.720885128,0.000754008,0.778937978,0.00119603,0.263586367,0.001337765,0.290820247,9,5,8,17,10.66666667,1885.732869,184618.1233
133862,133863,295101000000.0,295101000000.0,29,510,110300,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,33.5070071,0.0,33.5070071,33.5070071,236,362.0,175.0,0.606,72,0.411428571,50,0.285714286,53,0.302857143,182,82,68,32,0.450549451,44,0,0,0,44,0,0,0,0,15,0,23,6,0,23,8,13,0.522727273,10.80371037,7.043302892,1.313158166,0.0,0.0,0.0,1.313158166,0.0,0.0,0.0,0.0,0.447667557,0.0,0.686423587,0.179067023,0.0,12.11686853,0,0.251428571,0.0,0.0,0.889896768,0.470151002,0.723750823,0.378694241,0.421593767,0.662794479,0.314285714,0.389380531,4.136363636,0.043440476,19.32854656,0.0,3.866089203,15.46245736,108.2615343,0.0,38.20096484,0.0,38.20096484,57.30144725,320.53,0.0,0.0,5.33,101.8055713,0.022584746,178854,132295,239934,144929,0.000875054,0.806709726,0.000821872,0.849046311,0.00246198,0.542581771,0.002393563,0.520342805,17,7,15,17,14.66666667,1537.831019,135601.6115
133863,133864,295101000000.0,295101000000.0,29,510,121200,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,75.2612238,0.0,75.2612238,67.39072,698,338.0,291.0,0.57,70,0.240549828,200,0.687285223,21,0.072164948,320,109,153,58,0.340625,466,7,13,0,424,22,7,13,0,339,22,64,21,0,82,185,199,0.175965665,5.01552736,10.35750916,6.914898669,0.103871868,0.192904898,0.0,6.291667458,0.326454444,0.103871868,0.192904898,0.0,5.030366199,0.326454444,0.949685654,0.311615605,0.0,11.93042603,0,1.60137457,0.283484736,0.244180461,0.530689351,0.45727069,0.564237193,0.412139188,0.458827449,0.460295125,0.800687285,0.814249364,0.686695279,0.731027119,21.71824526,0.0,4.163596774,17.55464848,133.2447108,0.0,17.00743006,42.51857515,42.51857515,51.02229018,289.68,0.0,0.0,12.0,102.0445804,0.017191977,191733,132696,248031,142659,0.000938065,0.864799646,0.000824363,0.851619859,0.002545064,0.560892159,0.002356073,0.512192758,12,7,17,18,14.83333333,2444.360361,304578.4938
133864,133865,295101000000.0,295101000000.0,29,510,127500,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,214.7019777,0.0,214.7019777,204.57721,1324,1123.0,945.0,0.81,141,0.149206349,585,0.619047619,219,0.231746032,630,190,217,223,0.301587302,11143,53,7496,625,2642,327,53,7460,625,2369,327,51,222,36,1094,2295,7754,0.098178228,5.489370004,6.471884136,54.46843273,0.259070891,36.64142257,3.055081258,12.91443949,1.598418514,0.259070891,36.46544989,3.055081258,11.57998,1.598418514,0.249294631,1.085164863,0.17597268,59.95780273,0,11.79153439,0.558276748,0.558276748,0.485504564,0.485504564,0.615351894,0.626725409,0.670683071,0.400918796,0.212400738,0.107024548,0.056537737,0.389277718,27.63213546,0.727333557,8.402496612,18.50230529,172.9236051,8.942628385,44.71314192,47.69401805,53.65577031,59.61752256,320.53,0.003041082,0.27089694,30.33,90.40997297,0.022907855,190712,132073,389170,237988,0.00093307,0.86019449,0.000820493,0.847621554,0.003993301,0.880060967,0.003930472,0.854455239,14,8,18,17,15.33333333,3909.952624,868884.1533
133889,133890,295101000000.0,295101000000.0,29,510,110300,4,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,47.3053182,0.0,47.3053182,47.3053182,641,476.0,305.0,0.591,133,0.436065574,153,0.501639344,19,0.062295082,192,76,90,26,0.395833333,43,0,0,31,12,0,0,0,31,0,0,0,12,0,20,15,8,0.465116279,10.06229359,13.55027351,0.908988706,0.0,0.0,0.65531744,0.253671267,0.0,0.0,0.0,0.65531744,0.0,0.0,0.0,0.253671267,0.0,10.97128229,0,0.140983607,0.854180205,0.367875391,0.854180205,0.284726735,0.406989113,0.224853364,0.201728874,0.001194038,0.125730994,0.365957447,4.465116279,0.031269369,22.29863848,0.0,5.529531143,16.76910734,58.63526778,0.0,13.52913424,13.52913424,13.52913424,27.05826847,144.84,0.0,0.0,5.33,72.11028548,0.008315133,173132,128439,221970,129750,0.000847059,0.780901005,0.000797917,0.824299173,0.00227765,0.501958354,0.002142876,0.465845199,7,3,10,20,11.66666667,1924.963432,191442.5777
133890,133891,295101000000.0,295101000000.0,29,510,110400,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,68.221839,0.0,68.221839,68.22184,393,372.0,197.0,0.786,77,0.390862944,37,0.187817259,83,0.421319797,284,101,129,54,0.355633803,57,28,7,0,17,5,28,7,0,0,5,0,17,0,16,34,7,0.280701754,5.45279928,5.760618594,0.835509567,0.410425752,0.102606438,0.0,0.249187064,0.073290313,0.410425752,0.102606438,0.0,0.0,0.073290313,0.0,0.249187064,0.0,6.288308847,0,0.289340102,0.85193684,0.733818452,0.85193684,0.567957893,0.495494687,0.607594574,0.67642456,0.564718122,0.253333333,0.33431085,4.98245614,0.018639801,19.55890737,0.0,5.962371152,13.59653622,106.3260696,0.0,9.381160188,56.28696113,9.381160188,37.52464075,293.71,0.0,0.0,10.67,100.0969792,0.027150127,173454,127162,241602,149798,0.000848634,0.782353366,0.000789984,0.816103609,0.002479095,0.546353752,0.002473977,0.537824117,10,10,15,18,14.33333333,2279.635352,276091.8643
133891,133892,295101000000.0,295101000000.0,29,510,110500,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,176.9967416,0.0,176.9967416,168.10953,309,274.0,185.0,0.731,70,0.378378378,66,0.356756757,49,0.264864865,166,64,71,31,0.385542169,70,16,0,0,28,26,16,0,0,5,26,0,23,0,46,20,4,0.657142857,1.629889751,1.838087347,0.416395192,0.095176044,0.0,0.0,0.166558077,0.154661071,0.095176044,0.0,0.0,0.029742514,0.154661071,0.0,0.136815563,0.0,2.046284943,0,0.378378378,0.975529531,0.6659025,0.908477236,0.605651491,0.636151345,0.685607736,0.763275267,0.878448543,0.36939314,0.593220339,2.371428571,0.253744209,27.36749202,0.0,4.971217675,22.39627435,248.3788097,0.0,57.85417238,18.07942887,206.1054891,54.23828661,336.62,0.0,0.0,12.67,45.81327276,0.041003236,174486,130127,179777,127745,0.000853683,0.787008137,0.000808404,0.835132464,0.001844705,0.406543979,0.002109762,0.45864659,14,12,20,17,16.66666667,4018.530344,716296.3845
133954,133955,295101000000.0,295101000000.0,29,510,111500,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,74.0202876,0.0,74.0202876,70.6235,287,170.0,105.0,0.551,36,0.342857143,38,0.361904762,31,0.295238095,207,82,99,26,0.396135266,58,9,8,0,37,4,9,8,0,1,4,0,36,0,28,19,11,0.482758621,2.407130771,4.063803125,0.821256381,0.127436335,0.113276742,0.0,0.523904932,0.056638371,0.127436335,0.113276742,0.0,0.014159593,0.056638371,0.0,0.50974534,0.0,3.228387152,0,0.552380952,0.745549984,0.642181802,0.691430962,0.535150992,0.632983067,0.63408475,0.705915616,0.778421835,0.336231884,0.437735849,3.568965517,0.076614761,25.94063896,0.0,7.080999915,18.85963904,161.4433068,0.0,34.58511285,34.58511285,103.7553386,34.58511285,233.35,0.0,0.0,9.0,77.81650392,0.031358885,171726,125116,272602,159395,0.00084018,0.77455933,0.000777273,0.802972737,0.002797189,0.616456509,0.002632475,0.572280505,14,9,18,19,16.16666667,2308.678216,299556.7939
133955,133956,295101000000.0,295101000000.0,29,510,111500,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,120.7103268,0.0,120.7103268,120.55441,292,263.0,111.0,0.486,11,0.099099099,77,0.693693694,23,0.207207207,216,94,101,21,0.435185185,281,87,8,65,101,20,87,8,65,6,20,57,38,0,99,91,91,0.352313167,2.18158755,2.422142832,2.330897725,0.721665844,0.066360078,0.53917563,0.837795979,0.165900194,0.721665844,0.066360078,0.53917563,0.049770058,0.165900194,0.472815553,0.315210368,0.0,4.512485275,0,2.531531532,0.844288335,0.844288335,0.856848771,0.801826205,0.876219816,0.757149919,0.801577879,0.450011745,0.980802792,0.869215292,0.768683274,0.793488108,26.61732586,0.0,7.797516773,18.81980908,137.8824865,0.0,42.41559223,31.81169418,53.01949029,42.41559223,202.51,0.0,0.0,10.0,53.01949029,0.034246575,179798,129392,245260,137737,0.000879672,0.810967579,0.000803837,0.830415362,0.00251663,0.554625877,0.002274784,0.494521158,20,19,17,19,18.5,3505.185704,488505.9399
133956,133957,295101000000.0,295101000000.0,29,510,127400,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,72.2681015,0.0,72.2681015,72.2681015,1978,837.0,837.0,0.528,263,0.314217443,413,0.493428913,161,0.192353644,687,225,222,240,0.327510917,301,12,15,5,156,113,12,15,5,71,113,16,69,0,113,92,96,0.375415282,11.58187337,27.37030528,4.165046456,0.166048364,0.207560455,0.069186818,2.158628728,1.563622091,0.166048364,0.207560455,0.069186818,0.982452818,1.563622091,0.221397818,0.954778091,0.0,15.74691982,0,0.359617682,0.655149193,0.655149193,0.795592323,0.744503342,0.478079866,0.627539908,0.69622419,0.922574472,0.264150943,0.609311741,2.282392027,0.277373023,32.9684329,0.0,7.838939336,25.12949357,171.2644963,0.0,35.42365092,0.0,115.1268655,70.84730183,406.36,0.0,0.27851328,15.0,132.8386909,0.007583418,185700,127848,422705,269517,0.000908548,0.837588179,0.000794245,0.820506238,0.004337406,0.95589632,0.004451186,0.967654725,9,17,18,16,15.66666667,2237.8255,292463.7726
133957,133958,295101000000.0,295101000000.0,29,510,123100,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,61.8681567,0.0,61.8681567,57.87115,594,419.0,401.0,0.645,221,0.551122195,80,0.199501247,100,0.249376559,293,105,90,98,0.358361775,196,34,11,0,132,19,34,11,0,3,19,49,80,0,67,90,39,0.341836735,7.24022246,10.26418172,3.386834373,0.587512085,0.190077439,0.0,2.280929271,0.328315577,0.587512085,0.190077439,0.0,0.051839302,0.328315577,0.846708593,1.382381377,0.0,10.62705683,0,0.488778055,0.69103316,0.595223565,0.819328794,0.705978069,0.588705675,0.637767015,0.710015017,0.798691659,0.496202532,0.801635992,1.494897959,0.609633112,33.34925179,0.0,9.570118425,23.77913336,269.0521407,0.0,10.34457844,31.03373532,268.9590395,51.72289221,529.74,0.0,0.0,4.0,41.37831377,0.006734007,191641,135512,252914,162827,0.000937615,0.864384686,0.000841857,0.869692458,0.002595169,0.571934474,0.002689156,0.584602515,13,16,20,15,16.5,2053.818877,250378.9999
133958,133959,295101000000.0,295101000000.0,29,510,123100,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,61.8039107,0.0,61.8039107,61.8039107,867,376.0,340.0,0.804,58,0.170588235,87,0.255882353,195,0.573529412,343,101,115,127,0.294460641,135,8,4,4,68,51,8,4,4,60,51,0,8,0,47,62,26,0.348148148,6.083757415,14.02823851,2.184327795,0.129441647,0.064720824,0.064720824,1.100254001,0.8251905,0.129441647,0.064720824,0.064720824,0.970812353,0.8251905,0.0,0.129441647,0.0,8.26808521,0,0.397058824,0.67673305,0.67673305,0.709697171,0.611513525,0.505892038,0.646316047,0.715438042,0.845071157,0.269461078,0.564853556,2.540740741,0.214222359,36.02090662,11.47396312,10.35479272,14.19215077,93.20834126,31.06599531,10.35533177,41.42132708,20.71066354,31.06599531,633.01,0.0,0.0,4.0,41.42132708,0.00461361,178885,131756,148424,124491,0.000875206,0.80684955,0.000818524,0.845587103,0.001522989,0.335642955,0.002056021,0.446963659,10,12,14,14,13.0,2034.443802,250118.1085
133959,133960,295101000000.0,295101000000.0,29,510,123100,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,44.361863,0.0,44.361863,44.361863,993,466.0,394.0,0.725,21,0.053299492,125,0.317258883,248,0.629441624,451,108,141,202,0.239467849,60,0,0,17,28,15,0,0,17,1,15,0,27,0,35,14,11,0.583333333,10.50451826,22.38409149,1.352513081,0.0,0.0,0.38321204,0.631172771,0.33812827,0.0,0.0,0.38321204,0.022541885,0.33812827,0.0,0.608630886,0.0,11.85703134,0,0.152284264,0.964452583,0.658341308,0.81617705,0.544118033,0.382674484,0.435065703,0.46494667,0.165042644,0.113960114,0.234833659,7.516666667,0.00147859,22.87839487,0.0,1.933104891,20.94528998,134.6886626,0.0,28.85361239,0.0,86.56083718,57.70722478,578.02,0.0,0.0,8.0,115.4144496,0.008056395,174186,129643,255961,176938,0.000852215,0.785655006,0.000805397,0.832026236,0.002626434,0.578824897,0.002922205,0.635265648,7,10,17,15,13.5,2356.160726,179529.1326
133960,133961,295101000000.0,295101000000.0,29,510,123200,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,105.6910946,0.0,105.6910946,105.69109,952,639.0,577.0,0.684,130,0.225303293,224,0.388214905,223,0.386481802,376,72,98,206,0.191489362,326,115,68,26,32,85,115,68,26,17,85,0,15,0,123,129,74,0.377300613,6.045921184,9.007381795,3.084460573,1.088076582,0.643384414,0.245999923,0.302769136,0.804230517,1.088076582,0.643384414,0.245999923,0.160846103,0.804230517,0.0,0.141923032,0.0,9.130381757,0,0.564991334,0.916174394,0.916174394,0.860814732,0.741724601,0.662105452,0.721703072,0.791021769,0.864066793,0.510172144,0.928774929,1.153374233,0.857808641,38.71890798,19.15022541,2.292514374,17.2761682,159.4987739,42.38767719,30.27691228,12.11076491,90.83073684,66.60920702,761.76,0.0,0.0,8.0,48.44305965,0.008403361,170408,123850,314608,211271,0.000833731,0.768614574,0.000769408,0.794847769,0.003228215,0.711448006,0.003489229,0.758532417,15,17,18,14,16.0,3280.001945,427724.6722
133961,133962,295101000000.0,295101000000.0,29,510,123200,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,126.7321538,0.0,126.7321538,126.73215,940,589.0,496.0,0.876,30,0.060483871,184,0.370967742,282,0.568548387,591,110,165,316,0.186125212,138,61,0,24,53,0,61,0,24,15,0,35,3,0,53,52,33,0.384057971,4.647597314,7.417218125,1.088910746,0.481330112,0.0,0.189375782,0.418204852,0.0,0.481330112,0.0,0.189375782,0.118359864,0.0,0.276173015,0.023671973,0.0,5.736508061,0,0.278225806,0.939913945,0.641591081,0.831015839,0.643186342,0.540072329,0.515044167,0.554841488,0.449832945,0.256029685,0.378600823,4.282608696,0.037530224,34.77025744,6.324693734,1.252028367,27.19353534,324.9789321,20.2000828,5.0500207,10.1000414,277.7511385,126.2505175,484.14,0.0,0.0,8.0,40.4001656,0.008510638,183696,132268,263775,179419,0.000898744,0.828549263,0.000821704,0.84887303,0.002706614,0.596495314,0.00296318,0.644173255,11,13,20,16,16.0,2932.2533,512875.1761
133962,133963,295101000000.0,295101000000.0,29,510,123300,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,50.200836,0.0,50.200836,49.24924,541,361.0,302.0,0.725,36,0.119205298,122,0.40397351,144,0.476821192,349,76,117,156,0.217765043,177,0,25,4,18,130,0,25,4,12,130,0,6,0,64,87,26,0.361581921,7.330062352,10.98494109,3.59396409,0.0,0.507622047,0.081219527,0.365487874,2.639634642,0.0,0.507622047,0.081219527,0.243658582,2.639634642,0.0,0.121829291,0.0,10.92402644,0,0.586092715,0.592382237,0.510250286,0.550469454,0.426050164,0.597820694,0.497153237,0.549725773,0.626968329,0.493036212,0.673003802,1.971751412,0.378419688,32.37222488,2.22763048,1.95392477,28.19066963,255.0268286,0.0,25.49758335,0.0,127.4879167,152.9855001,168.98,0.0,0.0,8.0,101.9903334,0.014787431,172469,130718,290151,197216,0.000843815,0.777910585,0.000812075,0.838925399,0.00297726,0.656141454,0.003257105,0.708070342,13,6,20,19,16.16666667,2225.892987,203158.1994
133963,133964,295101000000.0,295101000000.0,29,510,123300,2,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,65.7194573,0.0,65.7194573,65.6807,1292,661.0,584.0,0.738,76,0.130136986,182,0.311643836,326,0.558219178,640,137,182,321,0.2140625,204,11,12,19,28,134,11,12,19,26,134,0,2,0,71,92,41,0.348039216,10.06383915,19.67092312,3.105935229,0.1674769,0.182702072,0.289278281,0.426304835,2.040173141,0.1674769,0.182702072,0.289278281,0.39585449,2.040173141,0.0,0.030450345,0.0,13.16977438,0,0.349315068,0.679643414,0.679643414,0.630197379,0.543012198,0.477219994,0.556814645,0.609506958,0.927603254,0.272727273,0.483412322,3.137254902,0.117978261,24.34181748,2.812234671,1.377727401,20.1518554,162.3677437,0.0,9.738364045,9.738364045,175.2905528,29.21509213,535.11,0.0,0.0,12.0,116.8603685,0.009287926,173970,132366,275121,187181,0.000851159,0.784680751,0.000822313,0.849501977,0.002823036,0.622152924,0.003091373,0.672041389,9,10,18,15,14.16666667,2282.598615,265963.1913
133984,133985,295101000000.0,295101000000.0,29,510,112100,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,180.3209779,0.0,180.3209779,180.32098,1743,941.0,834.0,0.618,61,0.073141487,230,0.275779376,543,0.651079137,759,162,185,412,0.213438735,327,19,7,19,218,64,19,7,19,71,64,102,45,0,114,104,109,0.348623853,5.218472082,9.666096535,1.813432913,0.105367662,0.038819665,0.105367662,1.208955275,0.35492265,0.105367662,0.038819665,0.105367662,0.393742314,0.35492265,0.565657973,0.249554988,0.0,7.031904995,0,0.392086331,0.622890139,0.622890139,0.873691767,0.817587627,0.489388886,0.615126147,0.677253235,0.921819516,0.315942029,0.602209945,2.321100917,0.26684137,22.22625044,0.0,14.01050301,8.215747425,61.5364897,0.0,46.13994499,17.74613269,3.549226537,10.64767961,134.11,0.0,0.0,10.0,35.49226537,0.005737235,181988,127695,174365,88962,0.000890387,0.820845436,0.000793295,0.819524311,0.001789172,0.394305395,0.001469245,0.319402856,10,19,11,20,15.16666667,3419.51596,729748.5052
133985,133986,295101000000.0,295101000000.0,29,510,112100,3,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,1354.7428,0.0,1354.7428,1314.47123,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,1416,20,0,0,80,1316,20,0,0,70,1316,9,1,0,272,416,728,0.192090395,0.0,0.0,1.077239249,0.015215244,0.0,0.0,0.060860974,1.00116303,0.015215244,0.0,0.0,0.053253353,1.00116303,0.00684686,0.000760762,0.0,1.077239249,0,0.0,0.264499763,0.180549177,0.195201642,0.151081392,0.264499763,0.120867241,0.134559415,0.367879441,0.0,1.0,0.0,0.0,28.80271263,3.850903558,2.249565898,22.70224318,229.6822098,12.28277427,11.33794548,2.834486369,255.1037732,49.13109707,470.73,0.029837381,0.279341711,33.33,15.74557178,0.0,194699,132933,102261,47310,0.000952576,0.878177603,0.000825836,0.853140884,0.001049307,0.231250905,0.000781344,0.169858469,4,2,20,16,13.0,10118.48776,5482564.887
133986,133987,295101000000.0,295101000000.0,29,510,112200,1,476.0,"St. Louis-St. Charles-Farmington, MO-IL",41180.0,"St. Louis, MO-IL",2805551,1358210,1335660,41.9837726,0.0,41.9837726,41.9837726,396,175.0,128.0,0.54,6,0.046875,60,0.46875,62,0.484375,220,81,89,50,0.368181818,54,33,0,1,20,0,33,0,1,1,0,0,19,0,27,21,6,0.5,4.16827715,9.432215722,1.286211235,0.786017977,0.0,0.023818727,0.476374531,0.0,0.786017977,0.0,0.023818727,0.023818727,0.0,0.0,0.452555805,0.0,5.454488385,0,0.421875,0.676033721,0.461464806,0.588780522,0.392520348,0.597568837,0.577851738,0.640066877,0.956465666,0.24,0.394160584,4.074074074,0.046232416,18.94000964,0.0,6.860931414,12.07907823,71.17416599,0.0,106.707895,0.0,0.0,0.0,166.3,0.0,0.0,8.33,126.9823951,0.021035354,162095,117758,168262,95122,0.000793059,0.73111931,0.000731562,0.755750372,0.001726548,0.380504197,0.00157098,0.341519284,13,5,12,19,13.33333333,1711.436826,169904.1808
