FIPS Code,number_jobs_commutable_by_vehicle_45_minutes,number_jobs_commutable_by_transit_45_minutes,meters_to_nearest_transit_stop,jobs_commute_ratio_tract,jobs_commute_ratio_city,jobs_commute_ratio_adjusted,ratio_quantile
29510115100,807592,1091378,1767.61,0.7399746009173723,0.9382031748733098,-0.19822857395593751,1
29510115200,481392,519794,1198.96,0.9261207324440066,0.9382031748733098,-0.01208244242930323,2
29510115300,753828,871387,2530.7,0.86508979362786,0.9382031748733098,-0.07311338124544986,2
29510115400,463130,466094,1889.6399999999999,0.9936407677421293,0.9382031748733098,0.05543759286881944,2
29510115500,1088014,1180527,1616.04,0.9216341515272416,0.9382031748733098,-0.016569023346068246,2
29510115600,929699,983623,1775.65,0.9451781831047058,0.9382031748733098,0.006975008231395963,2
29510115700,636715,930719,1098.3799999999999,0.6841108863147738,0.9382031748733098,-0.25409228855853605,0
29510116100,632593,905504,1730.05,0.6986087306074849,0.9382031748733098,-0.239594444265825,0
29510116200,991432,936054,3001.43,1.0591611167731776,0.9382031748733098,0.12095794189986775,2
29510116301,474602,652035,1220.42,0.7278781047029684,0.9382031748733098,-0.2103250701703414,1
29510116302,470317,680765,696.04,0.690865423457434,0.9382031748733098,-0.24733775141587588,0
29510116400,1007292,1457794,1084.97,0.6909700547539639,0.9382031748733098,-0.24723312011934595,0
29510116500,902541,1176033,1375.99,0.767445301279811,0.9382031748733098,-0.1707578735934988,1
29510117100,379075,284024,961.5799999999999,1.3346583387319382,0.9382031748733098,0.39645516385862833,3
29510117200,1123042,793197,2321.49,1.4158424704077297,0.9382031748733098,0.47763929553441986,4
29510117400,1144067,1180942,2793.55,0.9687749271344401,0.9382031748733098,0.03057175226113029,2
29510118100,349628,212939,-99730.78,1.6419162295305227,0.9382031748733098,0.7037130546572129,4
29510118400,188007,277878,356.74,0.676581089542893,0.9382031748733098,-0.26162208533041686,0
29510118600,393737,405592,1084.97,0.9707711197459516,0.9382031748733098,0.03256794487264181,2
29510119101,585660,682638,667.88,0.8579364172518963,0.9382031748733098,-0.08026675762141355,1
29510119102,763788,995810,997.79,0.7670017372791998,0.9382031748733098,-0.17120143759411,1
29510119200,376741,439286,630.3299999999999,0.8576212308154596,0.9382031748733098,-0.08058194405785024,1
29510119300,571444,796118,907.94,0.7177880665931432,0.9382031748733098,-0.22041510828016664,1
29510120200,179507,300935,103.27,0.5964975825344343,0.9382031748733098,-0.34170559233887554,0
29510121100,196365,311384,304.43,0.630620070395396,0.9382031748733098,-0.3075831044779138,0
29510121200,385286,591691,712.13,0.6511608254984443,0.9382031748733098,-0.2870423493748655,0
29510123100,729852,913316,2026.43,0.799123195038738,0.9382031748733098,-0.13907997983457188,1
29510123200,535716,895224,1699.1999999999998,0.5984155920752795,0.9382031748733098,-0.33978758279803034,0
29510123300,524956,840232,1009.87,0.6247750621256987,0.9382031748733098,-0.3134281127476112,0
29510124100,832318,1171852,1404.16,0.7102586333427771,0.9382031748733098,-0.22794454153053278,1
29510124200,702072,967729,1160.0700000000002,0.7254840973041007,0.9382031748733098,-0.21271907756920916,1
29510124300,670199,1007350,1334.41,0.6653089790043183,0.9382031748733098,-0.27289419586899155,0
29510124600,311872,511986,615.58,0.6091416562171622,0.9382031748733098,-0.32906151865614763,0
29510125500,584359,1324244,517.6800000000001,0.4412774382968698,0.9382031748733098,-0.49692573657644007,0
29510125600,529882,1089119,606.19,0.48652351120492804,0.9382031748733098,-0.4516796636683818,0
29510125700,542350,857634,635.6899999999999,0.6323793133201342,0.9382031748733098,-0.30582386155317565,0
29510126600,567876,791821,336.62,0.7171772408157905,0.9382031748733098,-0.22102593405751936,1
29510126700,346398,418762,1115.8200000000002,0.8271953997736184,0.9382031748733098,-0.1110077750996914,1
29510126800,828837,510812,2220.9,1.6225871749293281,0.9382031748733098,0.6843840000560183,4
29510126900,991582,959382,2144.45,1.0335632730236757,0.9382031748733098,0.09536009815036584,2
29510127000,273089,273695,1862.8200000000002,0.997785856519118,0.9382031748733098,0.059582681645808155,2
29510127100,495949,922428,1078.26,0.5376560555403782,0.9382031748733098,-0.40054711933293163,0
29510127200,738093,624801,1103.74,1.1813249338589407,0.9382031748733098,0.24312175898563082,3
29510127300,781054,701603,2536.06,1.1132421041529184,0.9382031748733098,0.1750389292796085,3
29510127400,561793,1107537,742.98,0.5072453561370862,0.9382031748733098,-0.43095781873622363,0
29510127500,374715,730080,403.67999999999995,0.5132519723865878,0.9382031748733098,-0.424951202486722,0
29510127600,515982,791830,1039.37,0.6516322948107548,0.9382031748733098,-0.28657088006255504,0
